theta,accuracy_mean,accuracy_lo,accuracy_hi,cost_mean,cost_lo,cost_hi,n_seeds
0.1,0.8132564841498559,0.8025936599423631,0.8198847262247838,1.2276657060518732,1.2089337175792507,1.239193083573487,5
0.2,0.8106628242074928,0.7997118155619597,0.8198847262247838,1.2184438040345822,1.2002881844380404,1.2319884726224783,5
0.3,0.8100864553314121,0.7997118155619597,0.8170028818443804,1.2135446685878963,1.1930835734870318,1.2247838616714697,5
0.4,0.8097982708933718,0.7997118155619597,0.8170028818443804,1.205763688760807,1.1887608069164266,1.217579250720461,5
0.5,0.8103746397694523,0.8011527377521613,0.8170028818443804,1.202305475504323,1.185878962536023,1.2146974063400577,5
0.6,0.8112391930835734,0.8011527377521613,0.8170028818443804,1.1994236311239195,1.1829971181556196,1.2118155619596542,5
0.7,0.8100864553314121,0.7982708933717579,0.8184438040345822,1.1965417867435157,1.1772334293948126,1.2060518731988472,5
0.8,0.8069164265129682,0.7968299711815562,0.8155619596541787,1.1864553314121036,1.1671469740634006,1.1945244956772334,5
0.9,0.8014409221902017,0.7896253602305475,0.8097982708933718,1.1812680115273775,1.1642651296829971,1.1887608069164266,5
